Book,Genres
The Sands of Time,"['Fiction', 'Thriller', 'Mystery', 'Romance', 'Suspense', 'Mystery Thriller', 'Crime']"
"Red Mars (Mars Trilogy, #1)","['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Space', 'Fantasy', 'Speculative Fiction', 'Space Opera']"
There are No Children Here: The Story of Two Boys Growing Up in the Other America,"['Nonfiction', 'Sociology', 'History', 'Education', 'Race', 'Biography', 'Poverty']"
The Keeper of the Bees,"['Fiction', 'Classics', 'Historical Fiction', 'Young Adult', 'Nature', 'Romance', 'Historical']"
Nightfall,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Classics', 'Short Stories', 'Speculative Fiction']"
The Body in the Library,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'Audiobook']"
"A Girl of the Limberlost (Limberlost, #2)","['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Romance', 'Historical']"
Farm Sanctuary: Changing Hearts and Minds About Animals and Food,"['Nonfiction', 'Animals', 'Vegan', 'Food', 'Activism', 'Environment', 'Vegetarian']"
Fed Up! A Relatable Memoir,"['Memoir', 'True Story', 'Nonfiction', 'New Adult', 'Inspirational', 'Biography', 'Humor']"
My Grandmother's Hands: Racialized Trauma and the Mending of Our Bodies and Hearts,"['Nonfiction', 'Race', 'Psychology', 'Social Justice', 'Anti Racist', 'Mental Health', 'Self Help']"
"The Naturalist (The Naturalist, #1)","['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']"
No Wonder They Call Him the Savior: Experiencing the Truth of the Cross,"['Christian', 'Nonfiction', 'Christian Living', 'Religion', 'Spirituality', 'Christianity', 'Inspirational']"
"A Kingdom of Dreams (Westmoreland, #1)","['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Medieval', 'Fiction', 'Adult']"
"Calvin & Hobbes Books, Tenth Anniversary Book","['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Graphic Novels Comics', 'Comic Strips', 'Comic Book']"
How to Kill an Incubus (Incubus #1),"['Paranormal', 'Romance', 'Fantasy', 'Erotica', 'Paranormal Romance', 'Demons', 'Urban Fantasy']"
"Nine Elms (Kate Marshall, #1)","['Thriller', 'Mystery', 'Crime', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook']"
Amadeus,"['Plays', 'Drama', 'Fiction', 'Historical Fiction', 'Classics', 'Theatre', 'Music']"
Lanark,"['Fiction', 'Fantasy', 'Scotland', 'Classics', 'Science Fiction', 'Literature', 'Novels']"
"The Bride (Lairds' Fiancées, #1)","['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Medieval', 'Fiction', 'Adult']"
Black Swan Green,"['Fiction', 'Coming Of Age', 'Contemporary', 'Literary Fiction', 'Young Adult', 'British Literature', 'Novels']"
Faerie Tale,"['Fantasy', 'Horror', 'Fiction', 'Urban Fantasy', 'Paranormal', 'Science Fiction Fantasy', 'Dark Fantasy']"
"The 101 Dalmatians (The Hundred and One Dalmatians, #1)","['Classics', 'Childrens', 'Fiction', 'Animals', 'Fantasy', 'Middle Grade', 'Adventure']"
"The Vile Village (A Series of Unfortunate Events, #7)","['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']"
"The Mephisto Club (Rizzoli & Isles, #6)","['Mystery', 'Thriller', 'Crime', 'Fiction', 'Suspense', 'Mystery Thriller', 'Detective']"
"Ancillary Justice (Imperial Radch, #1)","['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Space', 'Fantasy', 'Adult']"
"The Fairy-Tale Detectives (The Sisters Grimm, #1)","['Fantasy', 'Mystery', 'Middle Grade', 'Childrens', 'Fiction', 'Fairy Tales', 'Young Adult']"
I Too Had a Love Story,"['Romance', 'Fiction', 'Indian Literature', 'Love', 'Love Story', 'Romantic', 'Novels']"
Wise Blood,"['Fiction', 'Classics', 'Southern Gothic', 'Novels', 'Literature', 'Southern', 'American']"
Where Eagles Dare,"['Fiction', 'Thriller', 'War', 'Historical Fiction', 'Adventure', 'Action', 'World War II']"
"A Voice in the Wind (Mark of the Lion, #1)","['Christian Fiction', 'Historical Fiction', 'Christian', 'Fiction', 'Romance', 'Historical', 'Historical Romance']"
Archer's Voice,"['Romance', 'Contemporary', 'New Adult', 'Contemporary Romance', 'Fiction', 'Adult', 'Disability']"
"Art of 4 Elements (AoL Mindfulness, #2)","['Poetry', 'Nonfiction', 'Spirituality', 'Self Help', 'Philosophy', 'Art']"
Empire of the Sun,"['Fiction', 'Historical Fiction', 'War', 'China', 'Historical', 'Classics', 'World War II']"
Fantastic Mr. Fox,"['Childrens', 'Fiction', 'Fantasy', 'Classics', 'Middle Grade', 'Animals', 'Young Adult']"
"The Empty Chair (Lincoln Rhyme, #3)","['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']"
Lesson II (Lessons #2),"['Fantasy', 'Romance', 'College', 'BDSM', 'M M Romance', 'Dark Fantasy']"
Education of a Wandering Man: A Memoir,"['Biography', 'Nonfiction', 'Memoir', 'Westerns', 'Travel', 'Education', 'Autobiography']"
Five Point Someone: What Not to Do at IIT,"['Fiction', 'Indian Literature', 'India', 'Romance', 'Contemporary', 'Novels', 'Young Adult']"
Red Scarf Girl,"['Nonfiction', 'History', 'Memoir', 'China', 'Biography', 'Historical', 'School']"
Enigma,"['Historical Fiction', 'Fiction', 'Thriller', 'Historical', 'Mystery', 'War', 'Espionage']"
Titus Andronicus,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'School', 'Literature']"
Gerald's Game,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Adult', 'Mystery', 'Audiobook']"
The Human Comedy,"['Fiction', 'Classics', 'Historical Fiction', 'Novels', 'Literature', 'American', 'Coming Of Age']"
The Bad Girl and the Good Boy,"['Young Adult', 'New Adult', 'Romance', 'Contemporary Romance']"
Devil's Bait,"['Paranormal', 'Contemporary', 'Young Adult', 'Adult', 'Horror', 'Fiction', 'Supernatural']"
"Close to Home (DI Adam Fawley, #1)","['Mystery', 'Crime', 'Thriller', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook']"
"The Invisible Library (The Invisible Library, #1)","['Fantasy', 'Fiction', 'Steampunk', 'Mystery', 'Young Adult', 'Books About Books', 'Magic']"
"Virgil the Hound: Against All Odds, One Hound Breaks Away From the Pack","['Young Adult', 'New Adult', 'Fiction', 'Childrens', 'Adult', 'Novels', 'Adventure']"
"Shadow and Bone (The Shadow and Bone Trilogy, #1)","['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Magic', 'High Fantasy']"
Book of Leo: Prequel to Mystical Trash,[]
Jeremy and the Witches’ Medallion: The Witch Hunt,"['Contemporary', 'Drama', 'Novels', 'Fiction']"
Everything is F*cked: A Book About Hope,"['Nonfiction', 'Self Help', 'Psychology', 'Philosophy', 'Audiobook', 'Personal Development', 'Humor']"
Testimony,"['Fiction', 'Contemporary', 'Audiobook', 'Mystery', 'Adult', 'Adult Fiction', 'Drama']"
Tales of Ordinary Madness,"['Fiction', 'Short Stories', 'Poetry', 'Classics', 'American', 'Literature', 'The United States Of America']"
"The Kill Order (The Maze Runner, #0.4)","['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Post Apocalyptic', 'Adventure']"
Hegemony or Survival: America's Quest for Global Dominance,"['Politics', 'Nonfiction', 'History', 'Philosophy', 'Sociology', 'Economics', 'Political Science']"
The Urantia Book,"['Religion', 'Spirituality', 'Nonfiction', 'Philosophy', 'New Age', 'Metaphysics', 'Reference']"
Come as You Are: The Surprising New Science that Will Transform Your Sex Life,"['Nonfiction', 'Feminism', 'Self Help', 'Sexuality', 'Science', 'Psychology', 'Health']"
The Wedding: One Night with the Prince: A Bonus Chapter,['Romance']
The Art of Thinking Clearly,"['Nonfiction', 'Psychology', 'Self Help', 'Philosophy', 'Business', 'Personal Development', 'Science']"
The Scorpio Races,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Mythology', 'Audiobook', 'Young Adult Fantasy']"
"Tell Me You Want Me (College Romance, #1)","['Romance', 'New Adult', 'College', 'Contemporary Romance', 'Sports', 'Contemporary', 'Erotica']"
Major Pettigrew's Last Stand,"['Fiction', 'Romance', 'Contemporary', 'British Literature', 'Historical Fiction', 'Adult Fiction', 'Book Club']"
The Seat of the Soul,"['Spirituality', 'Nonfiction', 'Self Help', 'Philosophy', 'Psychology', 'Personal Development', 'Inspirational']"
Dept. of Speculation,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Marriage', 'Audiobook']"
"Fallen (Will Trent, #5)","['Mystery', 'Thriller', 'Crime', 'Fiction', 'Suspense', 'Mystery Thriller', 'Audiobook']"
Touching the Void: The True Story of One Man's Miraculous Survival,"['Nonfiction', 'Adventure', 'Mountaineering', 'Biography', 'Travel', 'Memoir', 'Survival']"
The Four Loves,"['Christian', 'Nonfiction', 'Theology', 'Religion', 'Philosophy', 'Christianity', 'Faith']"
The Ballad of the Sad Café and Other Stories,"['Short Stories', 'Fiction', 'Classics', 'Southern Gothic', 'American', 'Southern', 'Gothic']"
Do What You Are : Discover the Perfect Career for You Through the Secrets of Personality Type,"['Nonfiction', 'Psychology', 'Self Help', 'Business', 'Reference', 'Personal Development', 'Education']"
"The Hunted (The Hunted, #1)","['Fantasy', 'M M Romance', 'Fantasy Romance', 'Romance', 'LGBT']"
Finley’s Way,"['Fantasy', 'LGBT']"
The Beautiful and Damned,"['Classics', 'Fiction', 'Literature', 'American', 'Novels', 'Romance', '20th Century']"
No One Here Gets Out Alive,"['Music', 'Biography', 'Nonfiction', 'Biography Memoir', 'History', 'Memoir', 'Rock N Roll']"
"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)","['Fiction', 'Historical Fiction', 'Mystery', 'Fantasy', 'Spain', 'Books About Books', 'Magical Realism']"
Valley of the Dolls,"['Fiction', 'Classics', 'Chick Lit', 'Romance', 'Contemporary', 'Novels', 'Adult']"
The Winter People,"['Horror', 'Mystery', 'Fiction', 'Thriller', 'Paranormal', 'Historical Fiction', 'Fantasy']"
An Unwanted Guest,"['Mystery', 'Thriller', 'Mystery Thriller', 'Fiction', 'Suspense', 'Audiobook', 'Adult']"
Mygale,"['Horror', 'Thriller', 'Fiction', 'Crime', 'France', 'Mystery', 'French Literature']"
Tribe: On Homecoming and Belonging,"['Nonfiction', 'Psychology', 'History', 'Sociology', 'War', 'Philosophy', 'Audiobook']"
"Perfect (Second Opportunities, #2)","['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Historical Romance', 'Chick Lit', 'Romantic Suspense']"
The Gods Themselves,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Hugo Awards', 'Fantasy', 'Novels']"
De Profundis,"['Classics', 'Nonfiction', 'LGBT', 'Biography', 'Philosophy', 'Memoir', 'Literature']"
Missing You,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Suspense', 'Mystery Thriller', 'Audiobook']"
Self-Publishing In the Eye of the Storm,"['Writing', 'Nonfiction']"
"The Traveler (Fourth Realm, #1)","['Fantasy', 'Fiction', 'Science Fiction', 'Thriller', 'Dystopia', 'Science Fiction Fantasy', 'Urban Fantasy']"
The Importance of Being Wild,"['Romance', 'Contemporary', 'Love Story', 'Fiction', 'Adult', 'Novels', 'Erotica']"
The Jew of Malta,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'School', '16th Century']"
Way to Be!: 9 Ways To Be Happy And Make Something Of Your Life,"['Religion', 'Lds', 'Nonfiction', 'Church', 'Self Help', 'Inspirational', 'Spirituality']"
Toxic Parents: Overcoming Their Hurtful Legacy and Reclaiming Your Life,"['Psychology', 'Nonfiction', 'Self Help', 'Parenting', 'Mental Health', 'Relationships', 'Personal Development']"
A Unique Kind of Love: A Different Perspective [Excerpt],[]
"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future","['Business', 'Nonfiction', 'Entrepreneurship', 'Self Help', 'Finance', 'Personal Development', 'Buisness']"
The Cloister Walk,"['Nonfiction', 'Memoir', 'Spirituality', 'Religion', 'Faith', 'Christianity', 'Christian']"
"Obsidian (Lux, #1)","['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Aliens', 'Science Fiction', 'Paranormal Romance']"
"Adversity Builds Character; An Inspirational True Life Story of Disability, Addiction and Acceptance",[]
U-10,"['Epic', 'Book Club', 'Action', 'Aliens']"
Broken for You,"['Fiction', 'Book Club', 'Contemporary', 'Adult Fiction', 'Holocaust', 'Chick Lit', 'Adult']"
100 Selected Poems,"['Poetry', 'Classics', 'American', 'Fiction', 'Literature', '20th Century', 'The United States Of America']"
The Melancholy Death of Oyster Boy and Other Stories,"['Poetry', 'Fiction', 'Short Stories', 'Fantasy', 'Humor', 'Horror', 'Art']"
"The Age of Reason (Roads to Freedom, #1)","['Philosophy', 'Fiction', 'Classics', 'France', 'Literature', 'French Literature', 'Novels']"
Season of Migration to the North,"['Fiction', 'Classics', 'Africa', 'Novels', 'Sudan', 'Literature', 'Historical Fiction']"
Bounty from the Box: The CSA Farm Cookbook,"['Cookbooks', 'Cooking', 'Culinary', 'New Adult', 'Adult']"
The Third Twin,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Science Fiction', 'Crime', 'Mystery Thriller']"
The Kiss Thief,"['Romance', 'Contemporary', 'New Adult', 'Contemporary Romance', 'Dark', 'Adult', 'Fiction']"
Get Your Sh*t Together: How to Stop Worrying About What You Should Do So You Can Finish What You Need to Do and Start Doing What You Want to Do (A No F*cks Given Guide),"['Nonfiction', 'Self Help', 'Personal Development', 'Audiobook', 'Humor', 'Psychology', 'Productivity']"
"Search Inside Yourself: The Unexpected Path to Achieving Success, Happiness","['Nonfiction', 'Self Help', 'Psychology', 'Personal Development', 'Business', 'Philosophy', 'Health']"
The Gate to Women's Country,"['Science Fiction', 'Fiction', 'Fantasy', 'Dystopia', 'Feminism', 'Post Apocalyptic', 'Speculative Fiction']"
"The Sea, the Sea","['Fiction', 'Classics', 'Literature', 'Literary Fiction', 'Novels', 'British Literature', '20th Century']"
"Worth Dying For (Jack Reacher, #15)","['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Suspense', 'Mystery Thriller']"
"Less (Arthur Less, #1)","['Fiction', 'LGBT', 'Contemporary', 'Audiobook', 'Queer', 'Romance', 'Literary Fiction']"
"Always Outnumbered, Always Outgunned","['Fiction', 'Short Stories', 'Mystery', 'African American', 'Crime', 'Mystery Thriller', 'Audiobook']"
The Rise of Theodore Roosevelt,"['Biography', 'History', 'Nonfiction', 'Presidents', 'Politics', 'American History', 'Biography Memoir']"
"Untamed (House of Night, #4)","['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural']"
The Most Dangerous Game,"['Classics', 'Short Stories', 'Fiction', 'Horror', 'School', 'Thriller', 'Adventure']"
"Ptolemy's Gate (Bartimaeus, #3)","['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Urban Fantasy', 'Adventure', 'Young Adult Fantasy']"
Unlimited Power: The New Science Of Personal Achievement,"['Self Help', 'Personal Development', 'Nonfiction', 'Psychology', 'Business', 'Productivity', 'Philosophy']"
Joseph and His Brothers,"['Fiction', 'Classics', 'German Literature', 'Historical Fiction', 'Literature', 'Religion', 'Germany']"
"Handcuffs, Kisses and Awkward Situations: Mystery Romance","['Romance', 'Young Adult', 'Fiction', 'Mystery', 'Teen', 'Young Adult Romance']"
"Nobody Asked Me, But ....",['Politics']
The Ipswich Bus,['Poetry']
The Drowned and the Saved,"['History', 'Nonfiction', 'Holocaust', 'Memoir', 'Philosophy', 'War', 'Biography']"
Airframe,"['Fiction', 'Thriller', 'Mystery', 'Science Fiction', 'Suspense', 'Mystery Thriller', 'Adventure']"
"Overwhelmed: Work, Love, and Play When No One Has the Time","['Nonfiction', 'Self Help', 'Parenting', 'Psychology', 'Business', 'Personal Development', 'Productivity']"
"A Pattern Language: Towns, Buildings, Construction (Center for Environmental Structure Series)","['Architecture', 'Design', 'Nonfiction', 'Urban Planning', 'Philosophy', 'Urbanism', 'Art']"
The Seven Storey Mountain,"['Religion', 'Spirituality', 'Biography', 'Nonfiction', 'Memoir', 'Christianity', 'Theology']"
The Slave,"['Fiction', 'Historical Fiction', 'Classics', 'Jewish', 'Nobel Prize', 'Poland', 'Novels']"
Pay It Forward,"['Fiction', 'Contemporary', 'Inspirational', 'Drama', 'Young Adult', 'Adult', 'Novels']"
"The Girl Who Takes an Eye for an Eye (Millennium, #5)","['Fiction', 'Mystery', 'Thriller', 'Crime', 'Audiobook', 'Mystery Thriller', 'Suspense']"
"You Are a Badass Every Day: How to Keep Your Motivation Strong, Your Vibe High, and Your Quest for Transformation Unstoppable","['Self Help', 'Nonfiction', 'Personal Development', 'Audiobook', 'Psychology', 'Business', 'Mental Health']"
"The Snowman (Harry Hole, #7)","['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Scandinavian Literature', 'Detective']"
Notorious RBG: The Life and Times of Ruth Bader Ginsburg,"['Nonfiction', 'Biography', 'Feminism', 'History', 'Politics', 'Audiobook', 'Biography Memoir']"
Make It Stick: The Science of Successful Learning,"['Nonfiction', 'Education', 'Psychology', 'Self Help', 'Science', 'Productivity', 'Teaching']"
"The 5 Second Rule: Transform Your Life, Work, and Confidence with Everyday Courage","['Self Help', 'Nonfiction', 'Personal Development', 'Psychology', 'Productivity', 'Audiobook', 'Business']"
"Indulgence in Death (In Death, #31)","['Mystery', 'Romance', 'Crime', 'Romantic Suspense', 'Fiction', 'Futuristic', 'Suspense']"
"பொன்னியின் செல்வன், முழுத்தொகுப்பு","['Fiction', 'Historical Fiction', 'Classics', 'Novels', 'Indian Literature', 'Fantasy', 'Historical']"
"Touching Spirit Bear (Spirit Bear, #1)","['Young Adult', 'Fiction', 'Realistic Fiction', 'Adventure', 'School', 'Middle Grade', 'Survival']"
Wraith (Nick Baron 0.5),"['Fiction', 'Thriller']"
The Magician's Elephant,"['Fantasy', 'Fiction', 'Middle Grade', 'Childrens', 'Young Adult', 'Magic', 'Animals']"
Annihilation,"['Science Fiction', 'Fiction', 'Horror', 'Fantasy', 'Mystery', 'Dystopia', 'Audiobook']"
Strangers on a Train,"['Fiction', 'Mystery', 'Classics', 'Thriller', 'Crime', 'Mystery Thriller', 'Noir']"
"Tales of Nevèrÿon (Return to Nevèrÿon, #1)","['Fantasy', 'Fiction', 'Science Fiction', 'Short Stories', 'Queer', 'Sword and Sorcery', 'Speculative Fiction']"
"Shadow Catcher (Nick Baron, #1)","['Fiction', 'Military Fiction', 'Espionage', 'Thriller', 'Spy Thriller', 'Adult Fiction']"
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,"['Business', 'Nonfiction', 'Entrepreneurship', 'Management', 'Leadership', 'Buisness', 'Self Help']"
The Ipswich Bus,['Poetry']
"The Girl with the Dragon Tattoo (Millennium, #1)","['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']"
Loving Frank,"['Historical Fiction', 'Fiction', 'Book Club', 'Historical', 'Architecture', 'Romance', 'Adult Fiction']"
